45.5362	16.4799	2.82129	1.43157	45.649	16.5213	45.4265	16.3307	2.64546	1.29701
48.3575	17.9115	2.82129	1.43157	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832
48.0576	17.6259	2.43635	1.15597	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832
50.494	18.7819	2.43635	1.15597	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454
50.5818	18.7933	2.61994	1.20762	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454
53.2018	20.0009	2.61994	1.20762	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716
53.3702	19.8571	2.59828	1.03898	53.5277	19.862	53.3577	19.9486	2.59372	1.07716
55.9685	20.8961	2.59828	1.03898	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022
55.8778	20.9609	2.46352	1.06249	55.867	20.985	55.9669	20.9874	2.56561	0.978022
58.3413	22.0234	2.46352	1.06249	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205
58.5112	21.9882	2.64426	1.05575	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205
61.1555	23.044	2.64426	1.05575	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031
60.9181	22.7647	2.44199	0.839141	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031
63.36	23.6038	2.44199	0.839141	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987
63.5643	23.6609	2.46386	0.850431	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987
66.0281	24.5113	2.46386	0.850431	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655
65.9025	24.086	2.175	0.477692	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655
68.0775	24.5637	2.175	0.477692	68.262	24.3582	68.4273	24.4824	2.30293	0.385623
68.4923	24.5529	2.5618	0.539594	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623
71.0541	25.0925	2.5618	0.539594	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395
70.813	24.787	2.19814	0.248719	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395
73.0112	25.0357	2.19814	0.248719	72.8923	24.7135	72.9675	25.025	2.13584	0.150292
73.0341	25.0237	2.15917	0.228613	73.0732	25.0343	72.9675	25.025	2.13584	0.150292
75.1933	25.2523	2.15917	0.228613	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626
75.0522	25.175	2.03014	0.157789	74.9748	25.1377	75.1062	25.1224	2.04114	0.0423626
77.0824	25.3328	2.03014	0.157789	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566978
77.0375	25.2795	1.73956	0.0461672	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978
78.777	25.3257	1.73956	0.0461672	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607
79.0357	25.0587	1.91666	-0.113813	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607
80.9524	24.9449	1.91666	-0.113813	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536
81.0013	24.846	1.69829	-0.225318	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536
82.6996	24.6207	1.69829	-0.225318	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012
82.553	24.758	1.5303	-0.165075	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012
84.0833	24.5929	1.5303	-0.165075	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444
84.2271	24.408	1.65645	-0.268704	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444
85.8835	24.1393	1.65645	-0.268704	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006
85.9009	23.8499	1.49823	-0.48883	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006
87.3991	23.3611	1.49823	-0.48883	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654
87.4788	23.4302	1.37288	-0.45974	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654
88.8517	22.9705	1.37288	-0.45974	88.8227	22.7869	88.4904	22.9745	1.23248	-0.450514
88.5941	22.9614	1.21543	-0.484247	88.4191	22.9498	88.4904	22.9745	1.23248	-0.450514
89.8095	22.4771	1.21543	-0.484247	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904
89.7436	22.474	1.01614	-0.522148	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904
90.7597	21.9518	1.01614	-0.522148	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241
90.8309	22.0577	1.14533	-0.436248	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241
91.9763	21.6214	1.14533	-0.436248	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488964
91.9891	21.5523	1.04772	-0.499401	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488964
93.0369	21.0529	1.04772	-0.499401	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443
93.1885	21.0548	1.086	-0.497942	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443
94.2745	20.5569	1.086	-0.497942	93.4668	20.2155	93.9011	20.513	0.92369	-0.495919
93.9506	20.5325	0.864683	-0.538151	93.7423	20.5071	93.9011	20.513	0.92369	-0.495919
94.8153	19.9943	0.864683	-0.538151	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439
94.6285	19.9194	0.753841	-0.592692	94.494	19.8854	94.8209	20.01	0.893308	-0.497439
95.3823	19.3267	0.753841	-0.592692	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816
95.537	19.503	0.929707	-0.463878	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816
96.4667	19.0391	0.929707	-0.463878	96.2641	19.1597	96.5842	19.0065	0.865773	-0.500589
96.5034	18.92	0.883127	-0.545983	96.559	18.8688	96.5842	19.0065	0.865773	-0.500589
97.3865	18.374	0.883127	-0.545983	97.5286	18.727	97.45	18.506	0.868716	-0.503009
97.4912	18.2326	0.987781	-0.618364	97.5333	18.1735	97.45	18.506	0.868716	-0.503009
98.479	17.6142	0.987781	-0.618364	98.2105	18.3739	98.3198	18.0049	0.882805	-0.506023
98.405	17.9842	0.855244	-0.410835	98.4162	18.1556	98.3198	18.0049	0.882805	-0.506023
99.2602	17.5733	0.855244	-0.410835	99.0363	17.357	99.2049	17.503	0.908006	-0.509278
99.1506	17.3505	0.933529	-0.511685	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278
100.084	16.8388	0.933529	-0.511685	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134
100.28	16.8973	1.00138	-0.470207	100.441	16.9521	100.117	17.0001	0.944242	-0.512134
101.282	16.4271	1.00138	-0.470207	101.204	16.5368	101.065	16.497	0.991362	-0.513687
101.211	16.433	0.945909	-0.472016	101.169	16.4353	101.065	16.497	0.991362	-0.513687
102.157	15.961	0.945909	-0.472016	102.387	16.3992	102.063	15.9949	1.04911	-0.512803
102.137	15.8766	1.00645	-0.513518	102.081	15.8359	102.063	15.9949	1.04911	-0.512803
103.143	15.3631	1.00645	-0.513518	103.003	15.353	103.119	15.4967	1.11708	-0.508169
102.966	15.2098	1.02229	-0.602913	102.776	15.1195	103.119	15.4967	1.11708	-0.508169
103.989	14.6069	1.02229	-0.602913	104.114	15.2708	104.244	15.0064	1.19469	-0.498349
103.991	14.7235	1.20281	-0.521571	103.905	14.7607	104.244	15.0064	1.19469	-0.498349
105.193	14.202	1.20281	-0.521571	105.541	14.4412	105.447	14.5293	1.28111	-0.481861
105.272	14.0674	1.2627	-0.59452	105.316	14.0026	105.447	14.5293	1.28111	-0.481861
106.535	13.4729	1.2627	-0.59452	106.831	14.0482	106.737	14.0724	1.37529	-0.457255
106.515	14.0032	1.40216	-0.279294	106.439	14.2401	106.737	14.0724	1.37529	-0.457255
107.917	13.7239	1.40216	-0.279294	108.084	13.6604	108.122	13.644	1.47592	-0.423202
108.064	13.7189	1.56523	-0.277455	108.131	13.6844	108.122	13.644	1.47592	-0.423202
109.629	13.4415	1.56523	-0.277455	109.534	13.5714	109.606	13.2536	1.58144	-0.378583
109.483	13.2454	1.45066	-0.391598	109.388	13.1556	109.606	13.2536	1.58144	-0.378583
110.933	12.8538	1.45066	-0.391598	111.063	12.5814	111.196	12.9118	1.69008	-0.322574
111.26	12.9032	1.76088	-0.333654	111.426	12.9557	111.196	12.9118	1.69008	-0.322574
113.021	12.5695	1.76088	-0.333654	112.913	12.4877	112.893	12.6299	1.7999	-0.254723
112.902	12.7427	1.74296	-0.238594	112.797	12.8241	112.893	12.6299	1.7999	-0.254723
114.645	12.5041	1.74296	-0.238594	114.801	12.5506	114.699	12.4195	1.90891	-0.175007
114.819	12.3915	1.89038	-0.29546	114.916	12.3187	114.699	12.4195	1.90891	-0.175007
116.709	12.0961	1.89038	-0.29546	116.687	12.1035	116.611	12.2921	2.01507	-0.0838683
116.857	12.0774	2.14755	-0.287101	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683
119.004	11.7903	2.14755	-0.287101	118.953	12.0009	118.628	12.2586	2.11648	0.0177712
118.915	12.2003	2.11549	-0.0656383	118.85	12.4063	118.628	12.2586	2.11648	0.0177712
121.03	12.1347	2.11549	-0.0656383	120.695	12.2918	120.743	12.3289	2.21139	0.128528
120.99	12.1581	2.14006	-0.044716	120.934	12.1905	120.743	12.3289	2.21139	0.128528
123.13	12.1134	2.14006	-0.044716	123.568	12.8297	122.95	12.5114	2.29835	0.246599
123.172	12.5459	2.2949	0.199332	123.142	12.7694	122.95	12.5114	2.29835	0.246599
125.467	12.7452	2.2949	0.199332	124.894	12.7743	125.242	12.8125	2.37624	0.369827
125.475	12.8892	2.49559	0.305614	125.376	12.9964	125.242	12.8125	2.37624	0.369827
127.97	13.1948	2.49559	0.305614	127.853	13.3273	127.609	13.2365	2.44434	0.495787
127.721	13.1411	2.40856	0.300821	127.506	13.153	127.609	13.2365	2.44434	0.495787
130.129	13.4419	2.40856	0.300821	129.947	13.6963	130.042	13.7853	2.50232	0.621879
130.233	13.6576	2.42448	0.406087	130.334	13.781	130.042	13.7853	2.50232	0.621879
132.658	14.0637	2.42448	0.406087	132.092	14.507	132.53	14.458	2.55028	0.74543
132.573	14.232	2.50203	0.513401	132.447	14.3423	132.53	14.458	2.55028	0.74543
135.075	14.7454	2.50203	0.513401	135.074	15.0475	135.066	15.2513	2.58865	0.863795
135.112	14.6915	2.54319	0.487369	135.127	14.6575	135.066	15.2513	2.58865	0.863795
137.655	15.1789	2.54319	0.487369	137.561	16.2147	137.639	16.1592	2.61821	0.974442
137.713	16.0333	2.78895	0.94524	137.653	16.5145	137.639	16.1592	2.61821	0.974442
140.502	16.9785	2.78895	0.94524	140.331	17.008	140.242	17.1733	2.63994	1.07503
140.389	17.2975	2.72163	1.11767	140.305	17.5379	140.242	17.1733	2.63994	1.07503
143.11	18.4152	2.72163	1.11767	142.888	17.9918	142.868	18.2829	2.65497	1.16346
142.851	18.1711	2.60761	1.05069	142.626	18.1458	142.868	18.2829	2.65497	1.16346
145.459	19.2218	2.60761	1.05069	145.392	19.1617	145.51	19.4754	2.66445	1.23795
145.683	19.3083	2.8393	1.10157	145.789	19.3785	145.51	19.4754	2.66445	1.23795
148.523	20.4099	2.8393	1.10157	148.251	20.4754	148.163	20.7364	2.66951	1.29702
148.264	20.7319	2.56771	1.24412	148.146	20.9376	148.163	20.7364	2.66951	1.29702
150.831	21.976	2.56771	1.24412	150.686	22.1142	150.825	22.0502	2.67111	1.33953
150.792	21.8496	2.74283	1.23478	150.649	21.8148	150.825	22.0502	2.67111	1.33953
153.535	23.0844	2.74283	1.23478	153.422	23.4909	153.491	23.3999	2.66999	1.3647
153.476	22.9762	2.64452	1.17332	153.466	22.9115	153.491	23.3999	2.66999	1.3647
156.12	24.1495	2.64452	1.17332	156.047	24.8084	156.159	24.7682	2.66666	1.37208
156.02	24.6984	2.48032	1.41464	156.009	25.0678	156.159	24.7682	2.66666	1.37208
158.5	26.113	2.48032	1.41464	158.905	26.0308	158.827	26.1372	2.66127	1.36157
158.846	26.2436	2.87927	1.48701	159.014	26.1903	158.827	26.1372	2.66127	1.36157
161.726	27.7307	2.87927	1.48701	161.412	27.4256	161.493	27.4891	2.65371	1.33344
161.534	27.7829	2.51667	1.46183	161.529	27.8454	161.493	27.4891	2.65371	1.33344
164.051	29.2447	2.51667	1.46183	163.625	28.7683	164.155	28.8064	2.64354	1.28825
164.101	29.2912	2.58716	1.49004	164.116	29.315	164.155	28.8064	2.64354	1.28825
166.688	30.7812	2.58716	1.49004	166.828	30.2062	166.809	30.0721	2.63006	1.22694
166.725	30.1395	2.58732	1.19584	166.748	29.7121	166.809	30.0721	2.63006	1.22694
169.312	31.3353	2.58732	1.19584	169.097	31.3717	169.452	31.2706	2.61238	1.15075
169.337	30.9869	2.6188	1.03716	169.345	30.7063	169.452	31.2706	2.61238	1.15075
171.955	32.024	2.6188	1.03716	172.175	32.3404	172.079	32.3873	2.58945	1.06126
172.071	32.3511	2.69419	1.20212	172.135	32.6666	172.079	32.3873	2.58945	1.06126
174.765	33.5533	2.69419	1.20212	174.643	33.4625	174.685	33.4095	2.56021	0.960341
174.549	33.7465	2.41262	1.25557	174.474	33.9157	174.685	33.4095	2.56021	0.960341
176.961	35.0021	2.41262	1.25557	177.03	34.2009	177.261	34.3262	2.52363	0.850119
177.086	34.3253	2.39728	0.93426	177.211	33.8467	177.261	34.3262	2.52363	0.850119
179.484	35.2595	2.39728	0.93426	180.145	35.1423	179.799	35.1289	2.47883	0.732949
179.51	35.3478	2.36445	0.96909	179.543	35.4767	179.799	35.1289	2.47883	0.732949
181.875	36.3169	2.36445	0.96909	182.599	35.753	182.292	35.8114	2.42515	0.611338
181.957	36.277	2.34696	0.941609	182.047	36.2626	182.292	35.8114	2.42515	0.611338
184.304	37.2186	2.34696	0.941609	184.732	36.5155	184.73	36.37	2.36226	0.487877
184.546	36.567	2.23327	0.608693	184.833	36.1451	184.73	36.37	2.36226	0.487877
186.779	37.1757	2.23327	0.608693	186.946	36.9404	187.103	36.804	2.29017	0.365145
187.115	36.9135	2.44344	0.532046	187.296	36.9375	187.103	36.804	2.29017	0.365145
189.559	37.4455	2.44344	0.532046	189.465	37.4052	189.401	37.1147	2.20928	0.245623
189.607	37.1054	2.24586	0.354917	189.738	36.951	189.401	37.1147	2.20928	0.245623
191.853	37.4603	2.24586	0.354917	191.735	37.5631	191.615	37.3064	2.12037	0.131591
191.717	37.2834	2.06395	0.246501	191.682	37.1147	191.615	37.3064	2.12037	0.131591
193.781	37.5299	2.06395	0.246501	193.471	37.2789	193.738	37.3853	2.02462	0.0250452
193.63	37.484	1.92387	0.204846	193.555	37.4234	193.738	37.3853	2.02462	0.0250452
195.553	37.6888	1.92387	0.204846	195.991	37.3991	195.762	37.3598	1.92349	-0.072386
195.495	37.5688	1.7845	0.131812	195.507	37.4891	195.762	37.3598	1.92349	-0.072386
197.279	37.7007	1.7845	0.131812	197.725	37.7285	197.683	37.2395	1.81869	-0.159495
197.471	37.4681	1.93471	0.0498728	197.582	37.303	197.683	37.2395	1.81869	-0.159495
199.406	37.5179	1.93471	0.0498728	199.294	37.2862	199.497	37.0353	1.71212	-0.235529
199.309	37.4026	1.64716	-0.0414009	199.356	37.3527	199.497	37.0353	1.71212	-0.235529
200.957	37.3612	1.64716	-0.0414009	201.549	36.9973	201.203	36.7587	1.6057	-0.300201
200.918	37.4153	1.54372	-0.0329803	200.932	37.4694	201.203	36.7587	1.6057	-0.300201
202.462	37.3823	1.54372	-0.0329803	202.962	36.4568	202.801	36.4212	1.50137	-0.353671
202.51	37.3008	1.37046	-0.0988096	202.65	37.2445	202.801	36.4212	1.50137	-0.353671
203.881	37.202	1.37046	-0.0988096	203.991	36.1967	204.294	36.0343	1.40095	-0.396497
203.867	36.7014	1.45107	-0.296728	203.809	36.2941	204.294	36.0343	1.40095	-0.396497
