time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452400000	4.76489	19.0564	4.92527	3.73905	0.445037	lidar	1.5807	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.56357	18.9161	4.92527	3.76131	0.445037	radar	74999.3	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.38341	18.7833	4.90449	3.78329	0.446874	lidar	0.530005	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.18932	18.6349	4.90449	3.80563	0.446874	radar	70399.5	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.06699	18.4488	4.86696	3.86912	0.51328	lidar	2.29386	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.888	18.2852	4.86696	3.89479	0.51328	radar	77925.6	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.63722	18.168	4.89636	3.86625	0.427774	lidar	2.00926	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.45633	18.0044	4.89636	3.88764	0.427774	radar	71799	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.24694	17.8275	4.92611	3.9001	0.410693	lidar	1.13692	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.07056	17.6569	4.92611	3.92063	0.410693	radar	81520	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.86626	17.5875	4.88152	3.88113	0.325389	lidar	3.53203	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.68794	17.4222	4.88152	3.8974	0.325389	radar	76848.5	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.54817	17.1927	4.89676	3.95603	0.387671	lidar	0.815996	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.38249	17.0136	4.89676	3.97541	0.387671	radar	81178.5	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.23049	16.8275	4.89261	4.00095	0.397289	lidar	0.0348288	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.0732	16.6413	4.89261	4.02081	0.397289	radar	87152.4	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.95791	16.3492	4.94077	4.10018	0.482017	lidar	3.84883	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.81891	16.146	4.94077	4.12428	0.482017	radar	86129.6	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.58488	16.0147	4.9462	4.07147	0.365692	lidar	1.90773	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.43936	15.8158	4.9462	4.08975	0.365692	radar	86550.2	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.28337	15.5769	4.98336	4.11446	0.371403	lidar	1.72989	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.14553	15.3704	4.98336	4.13303	0.371403	radar	92479	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.929117	15.1576	5.03286	4.11107	0.305372	lidar	3.67789	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.788862	14.9497	5.03286	4.12634	0.305372	radar	90724.9	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.687602	14.719	5.03006	4.16675	0.343502	lidar	0.211031	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.559403	14.5037	5.03006	4.18392	0.343502	radar	92772.6	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.378329	14.2879	5.05836	4.17124	0.296001	lidar	1.32361	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.250123	14.0709	5.05836	4.18604	0.296001	radar	99333.4	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.272573	13.7669	5.05488	4.30373	0.451725	lidar	3.37159	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.175123	13.5346	5.05488	4.32631	0.451725	radar	98542.7	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0223879	13.3291	5.07833	4.28401	0.350989	lidar	2.0693	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.125454	13.098	5.07833	4.30156	0.350989	radar	101635	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.123263	12.8499	5.04876	4.3786	0.444172	lidar	2.26934	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.203018	12.6114	5.04876	4.40081	0.444172	radar	106040	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.358554	12.3899	5.06277	4.37316	0.366937	lidar	1.05284	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.44029	12.1512	5.06277	4.39151	0.366937	radar	108947	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.55701	11.9449	5.04607	4.3808	0.324637	lidar	0.603962	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.636909	11.7065	5.04607	4.39703	0.324637	radar	113035	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.901094	11.4943	5.08142	4.3002	0.149895	lidar	5.82182	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.00164	11.2619	5.08142	4.30769	0.149895	radar	109376	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.22478	11.0595	5.09471	4.23859	0.0331266	lidar	2.17547	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.3404	10.8335	5.09471	4.24024	0.0331266	radar	114401	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.45357	10.5703	5.1276	4.25171	0.0479351	lidar	1.33453	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.56687	10.3413	5.1276	4.2541	0.0479351	radar	119717	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.66785	10.1339	5.1037	4.25746	0.0491302	lidar	0.707885	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.7793	9.90535	5.1037	4.25992	0.0491302	radar	119876	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.83031	9.66814	5.08766	4.29694	0.101402	lidar	0.744432	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.93203	9.43593	5.08766	4.30201	0.101402	radar	131042	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.94778	9.09546	5.15007	4.37984	0.211472	lidar	6.29912	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.03027	8.85247	5.15007	4.39041	0.211472	radar	127313	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.13122	8.60066	5.16523	4.39098	0.195671	lidar	0.314338	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.21133	8.35608	5.16523	4.40077	0.195671	radar	142221	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.26316	8.11336	5.15401	4.42464	0.217688	lidar	0.21419	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.3347	7.86671	5.15401	4.43553	0.217688	radar	134329	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.4852	7.63278	5.16802	4.3975	0.142459	lidar	0.980027	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.56408	7.38764	5.16802	4.40463	0.142459	radar	154744	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.70271	7.13937	5.18948	4.37715	0.0888129	lidar	0.933316	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.78724	6.89499	5.18948	4.38159	0.0888129	radar	150775	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.83539	6.6847	5.1472	4.3999	0.110998	lidar	2.27469	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.91356	6.44042	5.1472	4.40545	0.110998	radar	153034	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.955	6.19551	5.13706	4.43106	0.141771	lidar	0.258926	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.02519	5.94934	5.13706	4.43815	0.141771	radar	175064	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.11647	5.67491	5.16944	4.43691	0.12825	lidar	1.32869	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.18574	5.4268	5.16944	4.44332	0.12825	radar	180343	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.32493	5.17742	5.18987	4.40901	0.0655942	lidar	1.06471	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.40178	4.9305	5.18987	4.41229	0.0655942	radar	189630	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.55972	4.66805	5.22662	4.37149	-0.00219715	lidar	2.34491	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.6468	4.4226	5.22662	4.37138	-0.00219715	radar	205995	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.83989	4.17299	5.26104	4.3123	-0.0920635	lidar	2.67116	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.94255	3.93176	5.26104	4.3077	-0.0920635	radar	221087	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.9805	3.68886	5.24244	4.33994	-0.0363655	lidar	0.905617	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.07579	3.44562	5.24244	4.33812	-0.0363655	radar	230269	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.16437	3.20443	5.23857	4.33983	-0.0310857	lidar	0.0233412	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.25958	2.96137	5.23857	4.33827	-0.0310857	radar	259813	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.32608	2.67986	5.26381	4.3609	0.00644922	lidar	0.970954	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.41635	2.43358	5.26381	4.36123	0.00644922	radar	278988	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.54257	2.17714	5.2855	4.34388	-0.0204241	lidar	0.689272	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.63758	1.93148	5.2855	4.34286	-0.0204241	radar	295821	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.77613	1.6667	5.3181	4.32213	-0.0503867	lidar	1.4469	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.87727	1.42174	5.3181	4.31961	-0.0503867	radar	327431	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.85721	1.17034	5.28088	4.38476	0.0529471	lidar	3.18298	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-4.94158	0.921065	5.28088	4.3874	0.0529471	radar	341734	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-4.96678	0.688387	5.24568	4.41879	0.0972414	lidar	1.78486	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.04183	0.437979	5.24568	4.42365	0.0972414	radar	385501	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.12496	0.202525	5.23492	4.42055	0.0852773	lidar	0.169606	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.19949	-0.0474772	5.23492	4.42481	0.0852773	radar	382761	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.29158	-0.27811	5.22278	4.41524	0.0643803	lidar	0.254655	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.36738	-0.527093	5.22278	4.41846	0.0643803	radar	388441	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.64784	-0.675867	5.19133	4.2891	-0.138356	lidar	7.13823	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.75492	-0.911364	5.19133	4.28218	-0.138356	radar	361516	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.85878	-1.17027	5.21197	4.28289	-0.126149	lidar	0.549274	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-5.96768	-1.40606	5.21197	4.27658	-0.126149	radar	331565	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.17261	-1.5937	5.20264	4.20791	-0.222079	lidar	1.35852	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.29918	-1.81996	5.20264	4.19681	-0.222079	radar	327611	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.38217	-2.07485	5.21125	4.21804	-0.172	lidar	0.418942	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.50637	-2.30291	5.21125	4.20944	-0.172	radar	322782	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.70675	-2.49216	5.2099	4.15156	-0.247462	lidar	0.787103	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.8462	-2.71114	5.2099	4.13919	-0.247462	radar	309995	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.89346	-2.99253	5.22091	4.19446	-0.143196	lidar	1.60951	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.02308	-3.2181	5.22091	4.1873	-0.143196	radar	295615	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.16295	-3.40289	5.19175	4.16375	-0.169905	lidar	1.15887	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.29882	-3.62305	5.19175	4.15526	-0.169905	radar	282593	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.50071	-3.7478	5.14539	4.08549	-0.265895	lidar	3.98454	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.65252	-3.95444	5.14539	4.07219	-0.265895	radar	284317	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.81686	-4.18534	5.17202	4.06277	-0.25819	lidar	0.902612	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97409	-4.38955	5.17202	4.04986	-0.25819	radar	276102	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.14014	-4.63471	5.2096	4.04896	-0.237026	lidar	1.84355	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.30122	-4.83828	5.2096	4.03711	-0.237026	radar	272946	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40899	-5.07534	5.20506	4.0642	-0.177762	lidar	0.511235	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.56651	-5.28139	5.20506	4.05531	-0.177762	radar	277027	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.78933	-5.46893	5.22951	4.01059	-0.23117	lidar	1.12225	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.95872	-5.66695	5.22951	3.99903	-0.23117	radar	266400	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.10463	-5.85903	5.21103	3.99772	-0.216662	lidar	0.45363	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.27588	-6.05423	5.21103	3.98688	-0.216662	radar	269172	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.4594	-6.1438	5.14078	3.93158	-0.289108	lidar	6.97674	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.64103	-6.32446	5.14078	3.91713	-0.289108	radar	262921	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.75034	-6.54748	5.12454	3.95316	-0.213149	lidar	1.1387	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.92711	-6.73176	5.12454	3.94251	-0.213149	radar	271597	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.156	-6.87297	5.12897	3.89349	-0.271489	lidar	0.50066	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3439	-7.04626	5.12897	3.87991	-0.271489	radar	262556	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5963	-7.20834	5.16585	3.83701	-0.313583	lidar	1.94966	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7952	-7.3717	5.16585	3.82133	-0.313583	radar	266850	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-11.0607	-7.51251	5.19881	3.77187	-0.36237	lidar	1.71144	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.2714	-7.66327	5.19881	3.75375	-0.36237	radar	260546	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3878	-7.81939	5.13293	3.77525	-0.30855	lidar	5.9527	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5951	-7.96923	5.13293	3.75983	-0.30855	radar	263073	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7657	-8.05089	5.06493	3.7268	-0.341811	lidar	5.94747	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9773	-8.18848	5.06493	3.70971	-0.341811	radar	262097	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1946	-8.25187	5.02802	3.65655	-0.400247	lidar	2.17122	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.4139	-8.37306	5.02802	3.63654	-0.400247	radar	264397	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.6094	-8.43179	4.97668	3.59467	-0.438916	lidar	3.51314	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.8335	-8.53787	4.97668	3.57273	-0.438916	radar	264606	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.116	-8.61381	5.01164	3.52167	-0.47909	lidar	1.81089	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.349	-8.70365	5.01164	3.49772	-0.47909	radar	268914	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.561	-8.72586	4.96574	3.44486	-0.529039	lidar	2.98501	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.798	-8.79659	4.96574	3.41841	-0.529039	radar	270127	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-14.0149	-8.91905	4.96739	3.42978	-0.471394	lidar	0.464996	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.253	-8.98657	4.96739	3.40621	-0.471394	radar	269932	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4665	-9.11269	4.96411	3.42479	-0.407956	lidar	0.576071	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.7047	-9.17935	4.96411	3.4044	-0.407956	radar	265140	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9841	-9.14724	4.97467	3.32233	-0.500041	lidar	1.31369	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.2285	-9.18871	4.97467	3.29733	-0.500041	radar	268029	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4878	-9.36018	5.01892	3.35188	-0.373967	lidar	4.72502	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.7329	-9.41006	5.01892	3.33318	-0.373967	radar	273126	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9902	-9.51149	5.04113	3.34672	-0.322776	lidar	1.01005	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2365	-9.56064	5.04113	3.33058	-0.322776	radar	281765	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4858	-9.5048	5.02495	3.25402	-0.415619	lidar	1.57713	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.7349	-9.53028	5.02495	3.23324	-0.415619	radar	273763	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-17.0138	-9.49061	5.0446	3.17418	-0.47157	lidar	0.890519	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2651	-9.49581	5.0446	3.1506	-0.47157	radar	265035	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.5189	-9.53022	5.05037	3.14815	-0.438857	lidar	0.191049	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7705	-9.52909	5.05037	3.12621	-0.438857	radar	284419	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-18.0149	-9.47815	5.04152	3.07752	-0.480514	lidar	0.33716	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2654	-9.45903	5.04152	3.0535	-0.480514	radar	287123	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4722	-9.51489	4.99992	3.07721	-0.413571	lidar	2.8244	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.7206	-9.49627	4.99992	3.05653	-0.413571	radar	283162	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9662	-9.49195	4.99704	3.04747	-0.396291	lidar	0.0520945	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.2139	-9.46608	4.99704	3.02766	-0.396291	radar	290422	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.4263	-9.27994	4.97537	2.91198	-0.543933	lidar	3.63687	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6669	-9.22022	4.97537	2.88479	-0.543933	radar	296911	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.893	-9.06781	4.9752	2.80459	-0.624257	lidar	0.903175	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1256	-8.98218	4.9752	2.77337	-0.624257	radar	310093	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.3587	-9.18879	4.91466	2.91878	-0.366617	lidar	14.5311	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.597	-9.13247	4.91466	2.90045	-0.366617	radar	291659	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7911	-8.99267	4.89331	2.82835	-0.45044	lidar	1.55887	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-21.0222	-8.91491	4.89331	2.80583	-0.45044	radar	306739	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.2071	-8.82391	4.85475	2.77024	-0.474501	lidar	1.95459	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4314	-8.73345	4.85475	2.74652	-0.474501	radar	306577	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6416	-8.72508	4.81646	2.77055	-0.40694	lidar	2.45616	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8643	-8.63578	4.81646	2.7502	-0.40694	radar	317872	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0656	-8.54503	4.79786	2.7271	-0.41301	lidar	0.438157	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2833	-8.44649	4.79786	2.70645	-0.41301	radar	315996	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.5178	-8.3553	4.81043	2.69719	-0.394642	lidar	0.24797	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.7332	-8.25012	4.81043	2.67746	-0.394642	radar	308689	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.9086	-7.95418	4.85236	2.54307	-0.562613	lidar	6.0031	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.1064	-7.81517	4.85236	2.51494	-0.562613	radar	313972	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.3301	-7.64969	4.88764	2.48511	-0.560419	lidar	1.55688	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.5209	-7.49838	4.88764	2.45709	-0.560419	radar	325893	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6673	-7.32849	4.86225	2.40788	-0.596085	lidar	0.963031	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8448	-7.16361	4.86225	2.37808	-0.596085	radar	331406	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0307	-7.07874	4.82393	2.39435	-0.533421	lidar	2.50272	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.2047	-6.91306	4.82393	2.36768	-0.533421	radar	337745	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
